dev_id,week,issues_opened,issues_closed,issues_reopened,avg_pr_merge_days
D760,12,4,3,3,4
D760,13,9,2,2,5
D761,1,3,2,1,3
D761,2,7,5,1,3
D761,3,7,2,0,1
D761,4,7,4,0,3
D761,5,6,2,1,2
D761,6,6,5,0,1
D761,7,5,5,0,2
D761,8,3,3,2,5
D761,9,4,4,4,7
D761,10,4,2,4,8
D761,11,8,8,3,4
D761,12,3,2,2,6
D761,13,5,5,2,6
D762,1,6,3,1,2
D762,2,4,2,0,1
D762,3,7,3,0,2
D762,4,4,4,0,1
D762,5,3,3,1,3
D762,6,4,4,0,2
D762,7,4,2,0,3
D762,8,4,2,0,3
D762,9,8,8,0,2
D762,10,5,3,1,3
D762,11,7,3,1,2
D762,12,7,4,1,2
D762,13,6,4,1,2
D763,1,4,2,0,3
D763,2,8,5,0,1
D763,3,9,4,0,3
D763,4,9,4,0,3
D763,5,6,3,0,2
D763,6,6,6,0,2
D763,7,4,3,0,3
D763,8,8,5,1,1
D763,9,8,2,0,2
D763,10,7,2,1,3
D763,11,9,8,1,1
D763,12,3,2,0,2
D763,13,5,4,1,2
D764,1,4,2,0,3
D764,2,3,2,0,2
D764,3,3,2,0,3
D764,4,6,4,1,2
D764,5,6,2,1,2
D764,6,9,3,0,3
D764,7,7,6,1,2
D764,8,6,3,0,3
D764,9,5,2,0,1
D764,10,4,3,1,2
D764,11,9,6,0,3
D764,12,7,6,0,3
D764,13,8,4,0,2
D765,1,3,2,0,2
D765,2,6,6,0,1
D765,3,3,3,0,1
D765,4,7,3,1,1
D765,5,3,3,0,1
D765,6,5,3,0,2
D765,7,3,2,0,3
D765,8,5,5,1,3
D765,9,3,3,1,2
D765,10,9,2,0,3
D765,11,6,4,1,1
D765,12,6,4,0,1
D765,13,6,6,0,3
D766,1,3,3,0,1
D766,2,5,4,0,3
D766,3,5,4,0,1
D766,4,6,4,0,3
D766,5,5,3,0,3
D766,6,3,3,0,1
D766,7,3,2,0,1
D766,8,5,2,1,1
D766,9,4,4,0,1
D766,10,3,3,0,3
D766,11,8,5,0,2
D766,12,6,5,1,2
D766,13,6,4,0,1
D767,1,4,2,1,1
D767,2,3,2,1,3
D767,3,7,6,0,1
D767,4,4,4,0,1
D767,5,8,2,1,3
D767,6,8,3,0,1
D767,7,4,3,1,1
D767,8,3,3,0,3
D767,9,5,5,0,2
D767,10,6,6,0,3
D767,11,7,5,1,1
D767,12,4,4,0,2
D767,13,3,3,1,3
D768,1,4,3,1,2
D768,2,8,6,1,3
D768,3,6,5,0,1
D768,4,3,2,1,3
D768,5,5,2,1,3
D768,6,9,8,1,2
D768,7,8,3,1,2
D768,8,6,3,0,3
D768,9,7,6,0,2
D768,10,3,3,1,3
D768,11,3,3,0,1
D768,12,7,2,0,3
D768,13,5,4,1,3
D769,1,5,2,1,3
D769,2,7,2,0,2
D769,3,8,4,1,1
D769,4,8,4,1,2
D769,5,5,3,1,3
D769,6,4,2,0,3
D769,7,5,4,0,3
D769,8,8,8,1,3
D769,9,6,5,0,1
D769,10,5,3,1,2
D769,11,9,5,1,3
D769,12,7,7,0,1
D769,13,7,3,1,3
D770,1,5,5,1,2
D770,2,7,4,0,3
D770,3,5,5,1,1
D770,4,9,9,1,3
D770,5,3,3,1,3
D770,6,3,3,0,2
D770,7,6,5,1,1
D770,8,4,3,1,1
D770,9,5,2,0,1
D770,10,4,3,0,1
D770,11,6,6,0,3
D770,12,6,4,0,3
D770,13,9,9,1,3
D771,1,5,3,0,2
D771,2,7,4,1,1
D771,3,7,7,1,2
D771,4,5,5,1,2
D771,5,5,5,0,1
D771,6,5,3,0,1
D771,7,6,6,1,1
D771,8,8,3,2,9
D771,9,9,4,2,6
D771,10,6,2,3,6
D771,11,3,2,3,8
D771,12,4,4,2,4
D771,13,4,2,3,5
D772,1,9,9,1,1
D772,2,3,3,0,2
D772,3,8,2,1,2
D772,4,7,2,0,3
D772,5,5,4,1,3
D772,6,8,7,1,2
D772,7,9,3,0,1
D772,8,6,3,0,2
D772,9,9,5,1,3
D772,10,8,2,0,1
D772,11,9,6,0,3
D772,12,7,3,1,1
D772,13,3,2,1,1
D773,1,6,5,1,2
D773,2,4,4,0,2
D773,3,7,4,1,3
D773,4,4,4,1,2
D773,5,7,5,1,3
D773,6,5,3,1,1
D773,7,8,8,1,1
D773,8,9,3,2,8
D773,9,3,2,2,5
D773,10,5,4,4,5
D773,11,7,5,2,4
D773,12,6,2,3,8
D773,13,9,5,4,4
D774,1,7,2,1,1
D774,2,5,2,0,1
D774,3,6,4,1,1
D774,4,4,4,1,3
D774,5,5,3,0,2
D774,6,8,6,1,2
D774,7,7,5,0,1
D774,8,7,6,1,1
D774,9,4,3,0,3
D774,10,7,2,1,2
D774,11,4,4,1,3
D774,12,4,4,0,3
D774,13,9,7,1,2
D775,1,4,4,1,3
D775,2,9,7,1,3
D775,3,4,4,0,3
D775,4,7,4,0,3
D775,5,8,3,0,3
D775,6,9,4,0,1
D775,7,6,6,1,2
D775,8,6,2,1,3
D775,9,7,2,0,2
D775,10,9,7,1,2
D775,11,7,7,0,3
D775,12,4,4,1,1
D775,13,9,5,1,3
D776,1,7,7,1,1
D776,2,7,2,1,2
D776,3,5,4,1,2
D776,4,7,6,1,2
D776,5,7,3,1,1
D776,6,4,3,1,2
D776,7,5,4,1,1
D776,8,5,2,2,4
D776,9,5,2,2,7
D776,10,9,4,2,5
D776,11,7,2,2,7
D776,12,8,6,2,7
D776,13,6,6,4,8
D777,1,7,5,1,1
D777,2,9,7,1,2
D777,3,5,4,0,1
D777,4,9,4,1,2
D777,5,5,4,0,1
D777,6,3,3,1,1
D777,7,7,2,1,3
D777,8,7,5,4,7
D777,9,6,3,2,7
D777,10,5,2,2,7
D777,11,9,3,3,6
D777,12,6,6,3,8
D777,13,4,2,4,9
D778,1,9,7,0,3
D778,2,6,5,1,1
D778,3,5,5,0,2
D778,4,9,8,1,1
D778,5,9,2,0,1
D778,6,4,4,0,1
D778,7,6,4,0,3
D778,8,6,5,0,1
D778,9,4,3,0,3
D778,10,5,5,0,2
D778,11,9,6,1,1
D778,12,5,5,0,3
D778,13,5,5,0,2
D779,1,9,6,1,2
D779,2,8,5,0,2
D779,3,7,7,1,3
D779,4,5,2,0,2
D779,5,6,4,1,2
D779,6,6,4,0,3
D779,7,4,4,0,1
D779,8,6,4,1,1
D779,9,5,4,1,3
D779,10,4,3,0,1
D779,11,5,3,1,1
D779,12,8,8,1,1
D779,13,5,2,1,2
D780,1,8,6,1,2
D780,2,5,2,0,1
D780,3,6,5,0,1
D780,4,6,5,0,2
D780,5,9,4,0,1
D780,6,3,3,1,2
D780,7,6,5,1,3
D780,8,9,2,0,3
D780,9,9,2,1,1
D780,10,6,2,1,1
D780,11,9,2,0,3
D780,12,3,3,1,1
D780,13,7,7,1,2
D781,1,6,2,0,3
D781,2,3,2,1,1
D781,3,3,3,1,2
D781,4,7,3,0,3
D781,5,3,2,1,1
D781,6,3,2,1,3
D781,7,5,4,0,3
D781,8,8,2,1,2
D781,9,8,6,0,1
D781,10,7,2,0,2
D781,11,9,8,0,3
D781,12,4,4,0,1
D781,13,5,2,1,1
D782,1,4,4,0,2
D782,2,3,2,0,3
D782,3,8,8,0,1
D782,4,3,2,1,3
D782,5,4,3,0,3
D782,6,4,2,1,2
D782,7,8,2,0,2
D782,8,8,3,1,2
D782,9,5,3,1,1
D782,10,6,3,0,3
D782,11,3,3,0,1
D782,12,8,2,0,1
D782,13,6,6,1,3
D783,1,6,6,0,3
D783,2,8,2,0,3
D783,3,4,2,0,3
D783,4,3,2,0,2
D783,5,4,4,1,3
D783,6,3,2,1,2
D783,7,6,3,0,2
D783,8,9,2,1,3
D783,9,6,3,0,2
D783,10,8,6,0,1
D783,11,9,6,0,1
D783,12,4,4,1,2
D783,13,5,5,1,1
D784,1,3,3,0,2
D784,2,7,5,1,1
D784,3,5,2,0,2
D784,4,3,3,0,1
D784,5,3,2,1,3
D784,6,7,4,0,2
D784,7,6,5,1,1
D784,8,3,2,2,7
D784,9,6,4,2,8
D784,10,4,2,3,4
D784,11,8,2,3,6
D784,12,3,3,4,4
D784,13,9,2,3,7
D785,1,5,4,0,2
D785,2,8,7,1,1
D785,3,6,4,1,2
D785,4,8,2,0,2
D785,5,6,4,1,1
D785,6,7,4,1,1
D785,7,4,2,1,3
D785,8,8,3,3,7
D785,9,9,6,2,8
D785,10,4,3,3,6
D785,11,5,3,3,4
D785,12,7,6,3,4
D785,13,7,7,3,8
D786,1,9,7,0,1
D786,2,9,3,1,1
D786,3,3,3,0,1
D786,4,6,3,1,3
D786,5,9,2,1,1
D786,6,4,2,0,3
D786,7,5,2,0,3
D786,8,6,6,1,1
D786,9,3,2,0,1
D786,10,5,5,0,2
D786,11,3,3,1,2
D786,12,5,5,1,2
D786,13,5,5,1,3
D787,1,3,2,1,2
D787,2,5,2,0,1
D787,3,3,3,1,3
D787,4,5,5,1,2
D787,5,4,2,0,3
D787,6,8,3,0,2
D787,7,3,3,0,2
D787,8,7,3,1,2
D787,9,7,2,0,2
D787,10,6,3,1,2
D787,11,8,6,1,2
D787,12,4,4,0,3
D787,13,8,5,0,3
D788,1,9,2,0,2
D788,2,5,5,0,3
D788,3,5,2,1,2
D788,4,9,3,0,3
D788,5,6,2,1,3
D788,6,3,3,0,3
D788,7,8,6,1,2
D788,8,5,5,1,1
D788,9,3,3,1,3
D788,10,6,6,0,2
D788,11,6,6,0,2
D788,12,8,2,1,3
D788,13,4,2,0,3
D789,1,5,5,1,2
D789,2,9,2,0,1
D789,3,3,2,1,3
D789,4,7,5,0,3
D789,5,5,5,1,2
D789,6,7,3,1,3
D789,7,3,2,0,2
D789,8,8,8,2,6
D789,9,5,4,2,4
D789,10,5,3,4,7
D789,11,7,5,4,6
D789,12,6,6,3,6
D789,13,6,6,3,7
D790,1,6,6,1,3
D790,2,3,3,1,1
D790,3,5,5,1,3
D790,4,4,2,0,3
D790,5,3,2,1,1
D790,6,6,2,0,1
D790,7,3,2,1,1
D790,8,4,3,4,9
D790,9,6,5,4,7
D790,10,8,6,4,5
D790,11,8,5,2,6
D790,12,8,3,4,7
D790,13,9,6,3,5
D791,1,5,4,0,1
D791,2,3,2,0,1
D791,3,7,2,1,1
D791,4,8,5,0,2
D791,5,5,3,0,3
D791,6,5,2,1,2
D791,7,8,3,0,1
D791,8,3,2,3,8
D791,9,7,7,3,9
D791,10,7,7,4,7
D791,11,8,4,3,4
D791,12,9,2,4,6
D791,13,9,5,3,4
D792,1,4,3,0,2
D792,2,8,5,1,1
D792,3,7,6,1,1
D792,4,3,3,0,2
D792,5,7,7,0,2
D792,6,3,2,1,2
D792,7,5,3,1,1
D792,8,8,7,0,1
D792,9,5,5,0,2
D792,10,9,9,1,3
D792,11,8,3,1,3
D792,12,7,5,1,2
D792,13,6,3,0,1
D793,1,8,6,0,2
D793,2,7,3,1,3
D793,3,4,2,0,1
D793,4,8,3,1,1
D793,5,6,6,0,3
D793,6,6,6,1,1
D793,7,6,4,1,1
D793,8,8,2,4,5
D793,9,8,6,2,7
D793,10,8,2,4,8
D793,11,9,8,3,7
D793,12,6,4,4,6
D793,13,7,7,4,5
D794,1,7,6,0,1
D794,2,6,3,1,2
D794,3,7,2,0,2
D794,4,4,3,1,2
D794,5,5,4,0,1
D794,6,3,2,0,3
D794,7,9,8,0,2
D794,8,6,6,1,1
D794,9,9,7,0,1
D794,10,7,3,1,1
D794,11,8,4,0,2
D794,12,6,5,1,3
D794,13,8,5,1,3
D795,1,3,3,0,3
D795,2,6,2,1,2
D795,3,6,2,1,3
D795,4,5,3,0,3
D795,5,3,3,1,1
D795,6,6,5,1,2
D795,7,7,4,1,1
D795,8,8,3,4,5
D795,9,7,2,2,5
D795,10,8,7,4,9
D795,11,7,4,2,9
D795,12,3,2,2,9
D795,13,6,3,2,7
D796,1,7,5,1,2
D796,2,6,6,1,3
D796,3,9,5,0,2
D796,4,7,2,1,1
D796,5,5,2,1,1
D796,6,9,7,0,1
D796,7,8,2,0,2
D796,8,8,4,1,2
D796,9,3,2,1,1
D796,10,4,3,1,3
D796,11,3,2,1,3
D796,12,5,2,0,2
D796,13,9,7,1,2
D797,1,5,2,0,2
D797,2,5,5,1,2
D797,3,4,4,0,1
D797,4,3,2,0,1
D797,5,9,8,1,3
D797,6,9,2,1,3
D797,7,7,7,1,1
D797,8,7,6,1,3
D797,9,7,6,0,2
D797,10,8,8,0,3
D797,11,7,5,1,3
D797,12,4,3,0,2
D797,13,5,2,0,1
D798,1,5,2,0,1
D798,2,5,3,0,1
D798,3,8,5,0,1
D798,4,5,5,0,3
D798,5,3,2,1,1
D798,6,8,3,1,2
D798,7,6,3,0,2
D798,8,5,5,0,2
D798,9,4,2,1,1
D798,10,4,2,0,1
D798,11,3,3,0,1
D798,12,3,3,0,1
D798,13,6,4,1,3
D799,1,6,4,1,3
D799,2,3,2,1,1
D799,3,3,3,1,1
D799,4,8,6,1,2
D799,5,6,4,0,3
D799,6,3,2,1,2
D799,7,6,6,0,3
D799,8,5,2,0,2
D799,9,7,7,0,2
D799,10,8,3,0,3
D799,11,7,6,0,2
D799,12,3,2,1,3
D799,13,4,2,1,2
D800,1,5,3,1,2
D800,2,9,6,1,2
D800,3,8,4,1,2
D800,4,8,7,1,3
D800,5,5,4,0,3
D800,6,7,2,1,1
D800,7,5,2,1,3
D800,8,6,2,4,5
D800,9,6,5,3,4
D800,10,5,2,4,7
D800,11,7,5,2,9
D800,12,5,5,4,4
D800,13,3,3,4,5
D801,1,8,6,1,2
D801,2,7,3,1,1
D801,3,4,4,0,2
D801,4,9,3,1,2
D801,5,5,4,1,2
D801,6,8,3,0,3
D801,7,7,7,0,2
D801,8,4,3,0,2
D801,9,3,2,1,3
D801,10,9,7,1,2
D801,11,5,2,0,2
D801,12,7,3,1,1
D801,13,4,3,1,1
D802,1,3,2,1,1
D802,2,6,3,1,1
D802,3,4,4,0,2
D802,4,4,2,1,3
D802,5,4,3,1,2
D802,6,3,3,1,1
D802,7,6,6,0,2
D802,8,3,3,1,1
D802,9,6,5,1,1
D802,10,9,5,1,2
D802,11,7,5,0,3
D802,12,8,6,0,2
D802,13,3,3,1,3
D803,1,6,3,1,3
D803,2,9,3,0,1
D803,3,5,3,0,3
D803,4,4,3,1,1
D803,5,9,9,0,1
D803,6,7,7,1,2
D803,7,6,3,0,3
D803,8,6,3,0,1
D803,9,7,4,0,3
D803,10,3,2,0,2
D803,11,9,6,0,2
D803,12,3,2,0,2
D803,13,6,4,0,1
D804,1,6,3,1,2
D804,2,8,6,0,3
D804,3,9,4,0,1
D804,4,4,2,1,2
D804,5,8,4,0,1
D804,6,7,7,1,3
D804,7,9,5,1,2
D804,8,5,3,1,2
D804,9,9,9,1,3
D804,10,7,6,1,2
D804,11,4,4,1,1
D804,12,4,2,0,2
D804,13,6,3,1,3
D805,1,4,2,1,3
D805,2,5,2,1,1
D805,3,3,2,1,1
D805,4,8,3,0,3
D805,5,5,4,1,1
D805,6,4,2,0,1
D805,7,6,5,0,1
D805,8,9,8,0,1
D805,9,8,7,0,3
D805,10,4,3,0,2
D805,11,3,3,1,1
D805,12,7,4,1,2
D805,13,5,4,1,2
D806,1,8,4,1,2
D806,2,7,2,1,3
D806,3,4,4,0,2
D806,4,6,3,1,2
D806,5,3,3,1,2
D806,6,7,2,1,2
D806,7,8,3,1,3
D806,8,8,3,0,3
D806,9,3,2,1,1
D806,10,8,6,1,3
D806,11,3,3,1,1
D806,12,4,4,0,3
D806,13,7,4,1,2
D807,1,5,4,1,2
D807,2,3,2,1,3
D807,3,5,2,0,2
D807,4,7,7,1,2
D807,5,3,3,0,1
D807,6,4,4,1,1
D807,7,6,6,0,1
D807,8,7,4,0,1
D807,9,6,5,1,3
D807,10,4,3,0,1
D807,11,6,3,1,3
D807,12,6,2,0,1
D807,13,7,6,1,2
D808,1,5,3,1,1
D808,2,8,8,0,3
D808,3,6,5,1,3
D808,4,4,2,0,2
D808,5,8,4,0,3
D808,6,3,2,0,3
D808,7,5,2,1,1
D808,8,8,8,3,7
D808,9,5,5,2,4
D808,10,5,2,3,5
D808,11,4,4,3,5
D808,12,8,5,2,8
D808,13,5,4,4,8
D809,1,7,5,0,2
D809,2,3,2,0,3
D809,3,9,4,0,2
D809,4,6,6,1,3
D809,5,6,4,0,2
D809,6,9,2,1,1
D809,7,5,3,1,1
D809,8,8,3,1,3
D809,9,8,2,1,3
D809,10,3,2,1,2
D809,11,3,2,1,3
D809,12,4,2,1,1
D809,13,7,3,1,3
D810,1,3,3,0,1
D810,2,5,2,0,3
D810,3,4,2,0,3
D810,4,8,3,1,2
D810,5,7,6,1,2
D810,6,5,4,1,3
D810,7,6,5,0,1
D810,8,5,4,0,3
D810,9,7,6,0,3
D810,10,7,3,0,2
D810,11,3,2,1,3
D810,12,3,2,0,2
D810,13,8,6,1,3
D811,1,8,8,1,3
D811,2,7,5,0,3
D811,3,9,7,1,2
D811,4,4,3,1,2
D811,5,5,2,1,3
D811,6,7,6,1,3
D811,7,7,5,0,1
D811,8,4,4,2,6
D811,9,6,3,4,7
D811,10,7,3,3,8
D811,11,4,2,3,9
D811,12,6,5,4,5
D811,13,9,3,3,6
D812,1,7,5,1,3
D812,2,6,5,0,3
D812,3,8,8,0,1
D812,4,4,2,1,2
D812,5,7,4,1,3
D812,6,9,5,1,2
D812,7,8,4,1,2
D812,8,5,4,2,5
D812,9,6,3,2,9
D812,10,8,6,2,8
D812,11,6,6,2,5
D812,12,3,2,4,5
D812,13,5,5,3,9
D813,1,7,5,0,1
D813,2,6,6,0,2
D813,3,7,6,1,2
D813,4,6,5,0,3
D813,5,4,4,0,2
D813,6,8,8,1,2
D813,7,9,2,1,3
D813,8,3,2,1,3
D813,9,5,5,0,3
D813,10,5,5,0,1
D813,11,5,2,0,1
D813,12,9,2,1,3
D813,13,7,4,1,2
D814,1,8,7,1,1
D814,2,6,2,0,1
D814,3,5,5,1,2
D814,4,7,4,0,2
D814,5,8,4,1,1
D814,6,7,7,0,3
D814,7,9,5,0,3
D814,8,4,4,4,7
D814,9,5,5,3,5
D814,10,7,5,4,5
D814,11,6,6,4,8
D814,12,7,4,4,5
D814,13,8,7,2,4
D815,1,3,3,0,1
D815,2,3,3,1,2
D815,3,7,2,1,3
D815,4,7,3,1,2
D815,5,4,2,1,2
D815,6,4,4,1,2
D815,7,6,5,0,2
D815,8,3,2,1,2
D815,9,3,2,0,1
D815,10,4,3,0,3
D815,11,7,5,1,1
D815,12,7,3,0,2
D815,13,4,2,0,3
D816,1,3,2,0,2
D816,2,4,3,0,3
D816,3,3,2,0,1
D816,4,6,4,1,2
D816,5,7,6,0,2
D816,6,6,2,1,2
D816,7,5,3,0,3
D816,8,7,2,0,3
D816,9,7,4,1,2
D816,10,7,2,1,3
D816,11,9,4,1,1
D816,12,9,6,1,2
D816,13,7,3,1,1
D817,1,6,6,0,2
D817,2,5,3,0,1
D817,3,4,4,1,2
D817,4,7,4,0,2
D817,5,3,3,1,3
D817,6,9,4,1,3
D817,7,9,8,0,1
D817,8,3,2,0,3
D817,9,6,2,1,3
D817,10,5,3,0,1
D817,11,5,2,0,3
D817,12,7,3,0,1
D817,13,3,2,0,3
D818,1,9,6,0,3
D818,2,6,2,1,3
D818,3,4,4,1,3
D818,4,7,7,0,1
D818,5,5,4,1,3
D818,6,9,8,0,1
D818,7,8,3,0,1
D818,8,4,4,1,3
D818,9,8,3,1,3
D818,10,3,2,1,3
D818,11,9,9,1,2
D818,12,8,3,0,3
D818,13,4,4,1,1
D819,1,7,2,0,2
D819,2,8,5,1,2
D819,3,9,9,1,2
D819,4,8,2,1,2
D819,5,8,7,1,1
D819,6,6,4,1,2
D819,7,4,3,1,1
D819,8,5,4,1,3
D819,9,5,2,1,3
D819,10,5,5,1,3
D819,11,5,4,0,2
D819,12,3,3,0,1
D819,13,8,6,0,3
D820,1,7,7,1,1
D820,2,5,4,1,3
D820,3,8,4,0,3
D820,4,6,4,0,2
D820,5,3,2,1,1
D820,6,9,9,1,2
D820,7,8,6,1,1
D820,8,4,4,1,2
D820,9,9,2,0,3
D820,10,3,3,1,1
D820,11,8,6,0,2
D820,12,8,3,0,3
D820,13,7,7,1,2
D821,1,6,2,1,1
D821,2,8,3,0,2
D821,3,7,4,1,3
D821,4,6,2,1,3
D821,5,3,2,0,2
D821,6,4,3,0,2
D821,7,6,3,0,1
D821,8,8,7,2,7
D821,9,3,3,4,5
D821,10,5,2,2,8
D821,11,3,2,3,5
D821,12,6,3,3,6
D821,13,8,7,4,7
D822,1,5,3,0,2
D822,2,5,4,0,1
D822,3,3,2,1,1
D822,4,9,7,0,3
D822,5,8,2,1,2
D822,6,5,3,1,1
D822,7,3,3,1,1
D822,8,9,3,1,3
D822,9,9,6,0,3
D822,10,5,4,1,1
D822,11,8,8,0,1
D822,12,7,2,1,1
D822,13,3,2,1,1
D823,1,4,2,0,2
D823,2,9,3,1,3
D823,3,6,6,0,2
D823,4,5,2,1,1
D823,5,9,4,1,3
D823,6,8,5,0,1
D823,7,9,5,0,2
D823,8,6,4,0,2
D823,9,3,3,0,3
D823,10,4,4,1,2
D823,11,8,7,0,2
D823,12,6,6,0,3
D823,13,4,3,1,1
D824,1,3,2,1,1
D824,2,5,3,1,1
D824,3,7,5,1,1
D824,4,8,7,0,1
D824,5,3,3,0,2
D824,6,4,3,1,3
D824,7,6,6,1,2
D824,8,8,6,0,1
D824,9,9,3,0,3
D824,10,9,3,0,3
D824,11,4,3,0,1
D824,12,3,3,0,3
D824,13,7,3,0,1
D825,1,7,5,0,2
D825,2,9,6,1,3
D825,3,6,3,0,3
D825,4,3,3,0,3
D825,5,5,2,1,1
D825,6,3,2,0,3
D825,7,6,5,0,3
D825,8,7,6,1,2
D825,9,6,6,0,1
D825,10,6,3,0,3
D825,11,6,3,1,3
D825,12,9,5,0,1
D825,13,7,3,1,1
D826,1,8,4,1,3
D826,2,7,7,0,1
D826,3,6,4,1,3
D826,4,4,2,1,2
D826,5,8,2,1,3
D826,6,4,2,0,3
D826,7,3,3,0,2
D826,8,5,2,4,6
D826,9,4,3,2,6
D826,10,5,4,3,9
D826,11,4,3,3,6
D826,12,4,3,4,6
D826,13,7,4,4,8
D827,1,4,4,0,2
D827,2,8,7,1,2
D827,3,6,5,0,2
D827,4,5,5,0,1
D827,5,8,2,0,2
D827,6,5,2,1,3
D827,7,6,3,0,3
D827,8,8,7,4,7
D827,9,8,8,4,4
D827,10,5,2,4,6
D827,11,3,3,4,7
D827,12,9,6,3,6
D827,13,4,4,4,4
D828,1,8,8,1,3
D828,2,7,4,0,3
D828,3,7,3,1,1
D828,4,8,3,1,3
D828,5,7,7,1,3
D828,6,6,5,1,1
D828,7,7,5,0,3
D828,8,4,4,0,2
D828,9,5,2,1,3
D828,10,7,7,0,3
D828,11,3,2,0,3
D828,12,6,6,0,1
D828,13,4,4,0,3
D829,1,9,5,1,2
D829,2,5,4,1,2
D829,3,7,5,0,2
D829,4,6,2,0,1
D829,5,5,2,1,2
D829,6,6,3,0,3
D829,7,6,4,1,2
D829,8,6,3,0,2
D829,9,9,2,0,1
D829,10,6,4,1,3
D829,11,8,8,1,2
D829,12,5,5,0,3
D829,13,9,8,0,1
D830,1,4,2,0,3
D830,2,4,4,0,3
D830,3,6,4,0,1
D830,4,7,2,1,3
D830,5,6,5,0,1
D830,6,5,3,0,3
D830,7,5,5,1,1
D830,8,9,3,3,9
D830,9,3,3,4,4
D830,10,9,2,3,7
D830,11,8,4,3,6
D830,12,9,5,2,6
D830,13,8,7,3,6
D831,1,9,8,1,1
D831,2,6,3,0,3
D831,3,4,3,0,3
D831,4,6,4,1,3
D831,5,7,3,1,3
D831,6,9,8,1,3
D831,7,8,4,1,3
D831,8,4,3,1,2
D831,9,4,4,1,3
D831,10,4,3,0,3
D831,11,5,3,1,2
D831,12,8,2,0,2
D831,13,8,2,0,3
D832,1,4,4,0,2
D832,2,7,6,0,2
D832,3,8,8,0,1
D832,4,4,2,1,2
D832,5,4,2,1,3
D832,6,7,6,1,3
D832,7,6,3,0,3
D832,8,6,5,0,1
D832,9,7,5,1,3
D832,10,6,6,0,1
D832,11,5,3,0,3
D832,12,5,2,0,3
D832,13,4,3,0,1
D833,1,5,3,1,3
D833,2,9,8,1,3
D833,3,7,6,0,3
D833,4,4,2,0,2
D833,5,6,4,0,1
D833,6,5,4,1,1
D833,7,4,2,1,2
D833,8,9,6,0,3
D833,9,8,5,1,2
D833,10,5,2,0,3
D833,11,7,4,0,3
D833,12,8,6,0,1
D833,13,7,2,1,2
D834,1,5,5,0,1
D834,2,4,3,1,2
D834,3,9,7,1,1
D834,4,7,5,0,2
D834,5,8,6,0,1
D834,6,5,2,0,2
D834,7,8,7,0,1
D834,8,7,2,1,1
D834,9,3,2,1,2
D834,10,4,3,1,1
D834,11,4,3,1,1
D834,12,9,2,1,3
D834,13,8,3,1,1
D835,1,8,2,1,1
D835,2,9,6,1,1
D835,3,7,6,0,3
D835,4,5,3,0,3
D835,5,5,2,0,3
D835,6,5,4,0,1
D835,7,8,2,0,2
D835,8,4,2,4,7
D835,9,9,3,2,7
D835,10,7,7,2,7
D835,11,4,4,2,8
D835,12,5,4,3,6
D835,13,5,3,3,9
D836,1,6,5,1,3
D836,2,6,4,0,1
D836,3,7,4,0,1
D836,4,8,8,0,2
D836,5,6,3,1,2
D836,6,4,3,0,3
D836,7,5,2,0,2
D836,8,6,5,0,3
D836,9,6,4,1,2
D836,10,6,4,0,2
D836,11,5,5,1,3
D836,12,4,2,0,3
D836,13,6,2,1,2
D837,1,6,6,1,1
D837,2,3,3,1,3
D837,3,6,2,0,3
D837,4,4,3,0,1
D837,5,5,2,1,1
D837,6,4,4,1,1
D837,7,7,3,0,1
D837,8,3,2,0,3
D837,9,9,6,1,2
D837,10,4,4,0,2
D837,11,4,3,1,1
D837,12,7,5,0,3
D837,13,7,2,1,1
D838,1,5,3,1,1
D838,2,9,5,1,3
D838,3,7,2,0,2
D838,4,3,3,1,2
D838,5,3,3,1,2
D838,6,5,2,0,2
D838,7,3,2,0,3
D838,8,9,9,3,9
D838,9,6,6,2,5
D838,10,6,6,4,9
D838,11,5,4,3,9
D838,12,5,4,3,8
D838,13,7,5,2,5
D839,1,9,9,1,1
D839,2,8,3,0,3
D839,3,6,2,1,2
D839,4,6,3,1,3
D839,5,5,5,1,2
D839,6,3,3,0,3
D839,7,5,5,1,2
D839,8,4,4,1,2
D839,9,3,2,1,3
D839,10,4,2,1,1
D839,11,6,4,0,2
D839,12,6,4,0,1
D839,13,8,2,1,3
D840,1,9,2,1,3
D840,2,4,4,1,3
D840,3,8,3,0,2
D840,4,8,3,0,3
D840,5,9,2,1,1
D840,6,6,6,1,1
D840,7,9,8,1,2
D840,8,5,2,0,2
D840,9,5,3,1,1
D840,10,5,4,1,3
D840,11,9,7,0,1
D840,12,6,5,0,3
D840,13,3,3,1,1
D841,1,9,2,1,2
D841,2,6,4,0,3
D841,3,6,5,0,3
D841,4,6,3,1,3
D841,5,5,3,0,2
D841,6,8,4,0,2
D841,7,9,3,1,3
D841,8,5,4,4,9
D841,9,8,8,2,4
D841,10,6,4,3,6
D841,11,6,6,4,7
D841,12,9,5,3,5
D841,13,9,3,3,4
D842,1,4,3,0,3
D842,2,7,6,0,2
D842,3,9,9,0,2
D842,4,8,8,0,2
D842,5,4,4,0,2
D842,6,4,4,0,1
D842,7,7,6,0,2
D842,8,7,3,0,2
D842,9,9,8,1,1
D842,10,4,3,0,2
D842,11,9,3,0,2
D842,12,7,5,1,3
D842,13,3,2,0,1
D843,1,6,2,0,2
D843,2,6,3,0,3
D843,3,8,6,0,2
D843,4,7,3,0,1
D843,5,9,9,0,1
D843,6,8,4,0,3
