dev_id,date,messages_sent,avg_response_hours
D1452,2025-10-13,5,2.13
D1452,2025-10-14,14,1.58
D1452,2025-10-15,10,2.34
D1452,2025-10-16,14,3.11
D1452,2025-10-17,11,2.69
D1452,2025-10-18,11,1.13
D1452,2025-10-19,13,1.94
D1452,2025-10-20,12,2.44
D1452,2025-10-21,13,1.26
D1452,2025-10-22,12,3.14
D1452,2025-10-23,13,3.57
D1452,2025-10-24,9,1.18
D1452,2025-10-25,11,1.67
D1452,2025-10-26,5,2.94
D1452,2025-10-27,4,2.28
D1452,2025-10-28,9,2.94
D1452,2025-10-29,7,3.69
D1452,2025-10-30,5,2.71
D1452,2025-10-31,9,3.68
D1452,2025-11-01,8,3.26
D1452,2025-11-02,5,2.11
D1452,2025-11-03,11,3.73
D1452,2025-11-04,13,3.88
D1452,2025-11-05,12,3.16
D1452,2025-11-06,4,2.22
D1452,2025-11-07,9,3.15
D1452,2025-11-08,11,3.02
D1452,2025-11-09,13,2.17
D1452,2025-11-10,5,3.35
D1452,2025-11-11,5,3.23
D1452,2025-11-12,9,1.54
D1452,2025-11-13,4,2.36
D1452,2025-11-14,5,3.84
D1452,2025-11-15,9,2.74
D1452,2025-11-16,5,3.72
D1452,2025-11-17,8,3.91
D1452,2025-11-18,9,3.4
D1452,2025-11-19,8,2.64
D1452,2025-11-20,7,2.86
D1452,2025-11-21,5,2.97
D1452,2025-11-22,9,3.51
D1452,2025-11-23,7,3.52
D1452,2025-11-24,13,3.76
D1452,2025-11-25,10,1.07
D1452,2025-11-26,14,3.28
D1452,2025-11-27,14,1.61
D1452,2025-11-28,5,1.65
D1452,2025-11-29,8,3.81
D1452,2025-11-30,14,2.29
D1452,2025-12-01,0,8.29
D1452,2025-12-02,1,8.66
D1452,2025-12-03,0,6.14
D1452,2025-12-04,1,11.22
D1452,2025-12-05,0,11.85
D1452,2025-12-06,2,11.88
D1452,2025-12-07,1,6.63
D1452,2025-12-08,2,6.31
D1452,2025-12-09,1,9.26
D1452,2025-12-10,0,7.79
D1452,2025-12-11,0,10.08
D1452,2025-12-12,2,6.36
D1452,2025-12-13,0,8.06
D1452,2025-12-14,0,9.68
D1452,2025-12-15,1,7.3
D1452,2025-12-16,0,7.46
D1452,2025-12-17,2,10.12
D1452,2025-12-18,1,11.6
D1452,2025-12-19,2,6.89
D1452,2025-12-20,2,11.28
D1452,2025-12-21,0,10.07
D1452,2025-12-22,2,7.74
D1452,2025-12-23,1,8.13
D1452,2025-12-24,2,11.64
D1452,2025-12-25,0,7.55
D1452,2025-12-26,0,7.05
D1452,2025-12-27,0,10.19
D1452,2025-12-28,1,11.55
D1452,2025-12-29,0,6.91
D1452,2025-12-30,1,8.77
D1452,2025-12-31,2,9.94
D1452,2026-01-01,0,8.0
D1452,2026-01-02,1,11.18
D1452,2026-01-03,2,6.13
D1452,2026-01-04,0,6.51
D1452,2026-01-05,1,9.3
D1452,2026-01-06,1,11.61
D1452,2026-01-07,1,7.24
D1452,2026-01-08,0,7.94
D1453,2025-10-11,13,3.15
D1453,2025-10-12,5,3.17
D1453,2025-10-13,14,3.56
D1453,2025-10-14,13,2.47
D1453,2025-10-15,7,3.97
D1453,2025-10-16,4,1.13
D1453,2025-10-17,14,1.9
D1453,2025-10-18,14,2.12
D1453,2025-10-19,5,1.95
D1453,2025-10-20,13,1.97
D1453,2025-10-21,11,3.75
D1453,2025-10-22,12,3.17
D1453,2025-10-23,10,3.59
D1453,2025-10-24,6,1.75
D1453,2025-10-25,8,2.0
D1453,2025-10-26,13,2.16
D1453,2025-10-27,8,3.77
D1453,2025-10-28,13,3.55
D1453,2025-10-29,12,2.18
D1453,2025-10-30,11,2.21
D1453,2025-10-31,7,1.97
D1453,2025-11-01,7,1.48
D1453,2025-11-02,4,2.4
D1453,2025-11-03,5,2.8
D1453,2025-11-04,7,1.6
D1453,2025-11-05,7,1.71
D1453,2025-11-06,14,1.93
D1453,2025-11-07,12,1.46
D1453,2025-11-08,4,2.82
D1453,2025-11-09,7,1.27
D1453,2025-11-10,13,1.1
D1453,2025-11-11,4,1.8
D1453,2025-11-12,5,3.93
D1453,2025-11-13,6,3.46
D1453,2025-11-14,6,2.15
D1453,2025-11-15,4,1.18
D1453,2025-11-16,10,3.06
D1453,2025-11-17,8,1.12
D1453,2025-11-18,7,3.55
D1453,2025-11-19,4,3.38
D1453,2025-11-20,8,1.29
D1453,2025-11-21,13,2.37
D1453,2025-11-22,8,2.71
D1453,2025-11-23,11,1.87
D1453,2025-11-24,9,2.19
D1453,2025-11-25,5,2.03
D1453,2025-11-26,14,2.63
D1453,2025-11-27,12,3.52
D1453,2025-11-28,13,1.42
D1453,2025-11-29,14,2.18
D1453,2025-11-30,7,1.37
D1453,2025-12-01,9,1.23
D1453,2025-12-02,4,2.86
D1453,2025-12-03,5,1.45
D1453,2025-12-04,4,1.65
D1453,2025-12-05,4,1.65
D1453,2025-12-06,5,3.33
D1453,2025-12-07,5,3.14
D1453,2025-12-08,7,2.19
D1453,2025-12-09,11,1.06
D1453,2025-12-10,6,3.32
D1453,2025-12-11,10,3.4
D1453,2025-12-12,5,2.59
D1453,2025-12-13,13,3.77
D1453,2025-12-14,6,3.39
D1453,2025-12-15,14,1.07
D1453,2025-12-16,8,3.11
D1453,2025-12-17,13,2.19
D1453,2025-12-18,8,3.64
D1453,2025-12-19,8,3.91
D1453,2025-12-20,13,3.32
D1453,2025-12-21,13,2.49
D1453,2025-12-22,10,2.93
D1453,2025-12-23,13,1.78
D1453,2025-12-24,4,3.72
D1453,2025-12-25,5,3.03
D1453,2025-12-26,6,1.34
D1453,2025-12-27,12,3.18
D1453,2025-12-28,8,3.63
D1453,2025-12-29,10,3.96
D1453,2025-12-30,12,3.84
D1453,2025-12-31,10,1.42
D1453,2026-01-01,11,1.4
D1453,2026-01-02,8,3.01
D1453,2026-01-03,4,1.97
D1453,2026-01-04,6,3.2
D1453,2026-01-05,12,1.22
D1453,2026-01-06,4,3.54
D1453,2026-01-07,6,3.05
D1453,2026-01-08,14,3.43
D1454,2025-10-11,5,1.99
D1454,2025-10-12,10,3.47
D1454,2025-10-13,8,1.84
D1454,2025-10-14,12,2.12
D1454,2025-10-15,6,1.73
D1454,2025-10-16,10,1.53
D1454,2025-10-17,7,3.7
D1454,2025-10-18,14,2.71
D1454,2025-10-19,4,2.53
D1454,2025-10-20,8,3.23
D1454,2025-10-21,14,1.22
D1454,2025-10-22,6,3.38
D1454,2025-10-23,7,1.8
D1454,2025-10-24,9,3.36
D1454,2025-10-25,10,2.99
D1454,2025-10-26,11,2.84
D1454,2025-10-27,6,1.19
D1454,2025-10-28,13,1.09
D1454,2025-10-29,7,2.1
D1454,2025-10-30,7,3.14
D1454,2025-10-31,12,2.75
D1454,2025-11-01,13,2.45
D1454,2025-11-02,8,2.49
D1454,2025-11-03,12,1.71
D1454,2025-11-04,10,3.37
D1454,2025-11-05,8,3.72
D1454,2025-11-06,7,1.25
D1454,2025-11-07,7,1.69
D1454,2025-11-08,6,3.99
D1454,2025-11-09,7,3.52
D1454,2025-11-10,7,3.07
D1454,2025-11-11,14,1.14
D1454,2025-11-12,7,2.66
D1454,2025-11-13,7,1.11
D1454,2025-11-14,12,3.69
D1454,2025-11-15,13,3.29
D1454,2025-11-16,7,2.88
D1454,2025-11-17,11,2.62
D1454,2025-11-18,6,3.29
D1454,2025-11-19,10,3.12
D1454,2025-11-20,5,3.38
D1454,2025-11-21,7,1.9
D1454,2025-11-22,14,1.53
D1454,2025-11-23,8,2.79
D1454,2025-11-24,13,3.15
D1454,2025-11-25,6,2.12
D1454,2025-11-26,4,3.68
D1454,2025-11-27,8,3.92
D1454,2025-11-28,10,3.03
D1454,2025-11-29,5,1.95
D1454,2025-11-30,5,3.51
D1454,2025-12-01,10,1.98
D1454,2025-12-02,6,3.31
D1454,2025-12-03,12,3.08
D1454,2025-12-04,4,3.05
D1454,2025-12-05,12,1.91
D1454,2025-12-06,6,1.7
D1454,2025-12-07,11,1.79
D1454,2025-12-08,9,2.94
D1454,2025-12-09,9,1.84
D1454,2025-12-10,10,2.33
D1454,2025-12-11,8,3.94
D1454,2025-12-12,5,2.49
D1454,2025-12-13,10,2.71
D1454,2025-12-14,5,3.23
D1454,2025-12-15,9,3.58
D1454,2025-12-16,8,2.12
D1454,2025-12-17,6,3.76
D1454,2025-12-18,11,3.22
D1454,2025-12-19,7,3.06
D1454,2025-12-20,14,2.67
D1454,2025-12-21,5,3.21
D1454,2025-12-22,7,1.74
D1454,2025-12-23,8,2.98
D1454,2025-12-24,13,3.89
D1454,2025-12-25,5,1.93
D1454,2025-12-26,8,1.31
D1454,2025-12-27,12,3.48
D1454,2025-12-28,8,2.99
D1454,2025-12-29,5,1.3
D1454,2025-12-30,14,3.7
D1454,2025-12-31,14,3.5
D1454,2026-01-01,11,2.84
D1454,2026-01-02,12,2.82
D1454,2026-01-03,7,2.18
D1454,2026-01-04,6,3.73
D1454,2026-01-05,6,2.71
D1454,2026-01-06,11,2.1
D1454,2026-01-07,12,2.42
D1454,2026-01-08,6,1.76
D1455,2025-10-11,14,2.15
D1455,2025-10-12,4,1.9
D1455,2025-10-13,7,1.87
D1455,2025-10-14,6,2.94
D1455,2025-10-15,14,3.75
D1455,2025-10-16,5,3.45
D1455,2025-10-17,13,1.64
D1455,2025-10-18,12,3.19
D1455,2025-10-19,8,1.05
D1455,2025-10-20,5,2.47
D1455,2025-10-21,4,3.9
D1455,2025-10-22,7,2.24
D1455,2025-10-23,4,2.79
D1455,2025-10-24,9,2.1
D1455,2025-10-25,10,2.14
D1455,2025-10-26,5,3.31
D1455,2025-10-27,10,3.69
D1455,2025-10-28,10,3.34
D1455,2025-10-29,4,2.77
D1455,2025-10-30,10,3.74
D1455,2025-10-31,10,2.9
D1455,2025-11-01,10,1.58
D1455,2025-11-02,12,1.11
D1455,2025-11-03,8,3.31
D1455,2025-11-04,14,2.71
D1455,2025-11-05,7,1.56
D1455,2025-11-06,11,2.31
D1455,2025-11-07,4,3.43
D1455,2025-11-08,5,3.3
D1455,2025-11-09,11,2.52
D1455,2025-11-10,14,1.07
D1455,2025-11-11,4,3.62
D1455,2025-11-12,12,2.57
D1455,2025-11-13,7,1.09
D1455,2025-11-14,6,3.36
D1455,2025-11-15,10,1.23
D1455,2025-11-16,6,1.63
D1455,2025-11-17,7,2.78
D1455,2025-11-18,10,2.02
D1455,2025-11-19,5,3.61
D1455,2025-11-20,4,3.25
D1455,2025-11-21,8,2.8
D1455,2025-11-22,11,1.21
D1455,2025-11-23,12,1.09
D1455,2025-11-24,10,1.2
D1455,2025-11-25,6,1.98
D1455,2025-11-26,8,2.43
D1455,2025-11-27,5,3.7
D1455,2025-11-28,11,2.57
D1455,2025-11-29,10,1.31
D1455,2025-11-30,4,3.97
D1455,2025-12-01,5,3.41
D1455,2025-12-02,8,3.93
D1455,2025-12-03,13,3.29
D1455,2025-12-04,4,1.83
D1455,2025-12-05,10,3.49
D1455,2025-12-06,13,3.91
D1455,2025-12-07,13,3.29
D1455,2025-12-08,14,1.09
D1455,2025-12-09,13,3.44
D1455,2025-12-10,14,2.61
D1455,2025-12-11,10,1.91
D1455,2025-12-12,4,2.41
D1455,2025-12-13,13,1.96
D1455,2025-12-14,10,2.35
D1455,2025-12-15,9,2.62
D1455,2025-12-16,9,2.97
D1455,2025-12-17,11,2.79
D1455,2025-12-18,4,1.67
D1455,2025-12-19,14,1.09
D1455,2025-12-20,12,3.56
D1455,2025-12-21,13,3.29
D1455,2025-12-22,12,1.27
D1455,2025-12-23,6,3.88
D1455,2025-12-24,11,1.59
D1455,2025-12-25,10,1.59
D1455,2025-12-26,6,1.52
D1455,2025-12-27,11,1.4
D1455,2025-12-28,4,1.21
D1455,2025-12-29,10,3.46
D1455,2025-12-30,11,2.35
D1455,2025-12-31,13,2.7
D1455,2026-01-01,4,1.09
D1455,2026-01-02,7,1.42
D1455,2026-01-03,11,3.22
D1455,2026-01-04,12,3.31
D1455,2026-01-05,13,1.02
D1455,2026-01-06,4,2.6
D1455,2026-01-07,5,1.08
D1455,2026-01-08,8,3.16
D1456,2025-10-11,13,1.43
D1456,2025-10-12,9,3.65
D1456,2025-10-13,12,2.1
D1456,2025-10-14,13,2.79
D1456,2025-10-15,4,3.94
D1456,2025-10-16,6,2.94
D1456,2025-10-17,5,2.71
D1456,2025-10-18,13,2.75
D1456,2025-10-19,9,1.67
D1456,2025-10-20,7,1.6
D1456,2025-10-21,9,3.07
D1456,2025-10-22,13,1.77
D1456,2025-10-23,11,2.27
D1456,2025-10-24,12,3.5
D1456,2025-10-25,4,3.39
D1456,2025-10-26,11,1.28
D1456,2025-10-27,8,3.29
D1456,2025-10-28,8,2.82
D1456,2025-10-29,7,2.72
D1456,2025-10-30,14,1.69
D1456,2025-10-31,11,3.48
D1456,2025-11-01,10,3.61
D1456,2025-11-02,10,2.46
D1456,2025-11-03,5,2.46
D1456,2025-11-04,7,3.73
D1456,2025-11-05,8,3.29
D1456,2025-11-06,7,2.63
D1456,2025-11-07,13,1.43
D1456,2025-11-08,9,3.19
D1456,2025-11-09,4,3.62
D1456,2025-11-10,4,3.7
D1456,2025-11-11,10,3.73
D1456,2025-11-12,13,1.99
D1456,2025-11-13,10,2.91
D1456,2025-11-14,4,3.82
D1456,2025-11-15,12,2.57
D1456,2025-11-16,7,2.46
D1456,2025-11-17,12,1.39
D1456,2025-11-18,4,3.06
D1456,2025-11-19,5,3.78
D1456,2025-11-20,7,3.91
D1456,2025-11-21,7,1.66
D1456,2025-11-22,9,2.18
D1456,2025-11-23,13,3.4
D1456,2025-11-24,4,2.88
D1456,2025-11-25,9,2.3
D1456,2025-11-26,6,3.34
D1456,2025-11-27,14,1.02
D1456,2025-11-28,4,1.77
D1456,2025-11-29,5,1.2
D1456,2025-11-30,9,1.8
D1456,2025-12-01,1,9.83
D1456,2025-12-02,0,10.21
D1456,2025-12-03,1,8.76
D1456,2025-12-04,2,8.73
D1456,2025-12-05,0,10.05
D1456,2025-12-06,1,6.84
D1456,2025-12-07,2,9.03
D1456,2025-12-08,0,6.49
D1456,2025-12-09,2,8.21
D1456,2025-12-10,2,6.11
D1456,2025-12-11,2,9.97
D1456,2025-12-12,2,11.99
D1456,2025-12-13,2,10.88
D1456,2025-12-14,0,11.9
D1456,2025-12-15,1,8.4
D1456,2025-12-16,2,8.47
D1456,2025-12-17,2,6.77
D1456,2025-12-18,0,9.68
D1456,2025-12-19,0,10.18
D1456,2025-12-20,2,6.6
D1456,2025-12-21,2,6.5
D1456,2025-12-22,1,8.13
D1456,2025-12-23,1,8.78
D1456,2025-12-24,1,8.01
D1456,2025-12-25,1,9.34
D1456,2025-12-26,2,8.34
D1456,2025-12-27,2,11.91
D1456,2025-12-28,2,6.51
D1456,2025-12-29,0,8.1
D1456,2025-12-30,2,11.62
D1456,2025-12-31,2,7.9
D1456,2026-01-01,2,10.36
D1456,2026-01-02,1,10.93
D1456,2026-01-03,1,8.95
D1456,2026-01-04,1,9.15
D1456,2026-01-05,0,8.06
D1456,2026-01-06,1,9.2
D1456,2026-01-07,2,6.16
D1456,2026-01-08,1,7.96
D1457,2025-10-11,13,1.28
D1457,2025-10-12,12,1.32
D1457,2025-10-13,6,2.3
D1457,2025-10-14,5,3.59
D1457,2025-10-15,6,1.21
D1457,2025-10-16,6,2.7
D1457,2025-10-17,10,3.19
D1457,2025-10-18,11,2.37
D1457,2025-10-19,10,3.05
D1457,2025-10-20,10,3.3
D1457,2025-10-21,4,1.12
D1457,2025-10-22,8,1.37
D1457,2025-10-23,14,1.72
D1457,2025-10-24,13,1.91
D1457,2025-10-25,14,3.71
D1457,2025-10-26,4,2.09
D1457,2025-10-27,7,1.7
D1457,2025-10-28,10,1.86
D1457,2025-10-29,11,3.24
D1457,2025-10-30,6,2.22
D1457,2025-10-31,10,3.19
D1457,2025-11-01,6,2.2
D1457,2025-11-02,14,3.3
D1457,2025-11-03,9,3.7
D1457,2025-11-04,6,2.12
D1457,2025-11-05,8,2.09
D1457,2025-11-06,8,2.6
D1457,2025-11-07,12,1.6
D1457,2025-11-08,6,3.51
D1457,2025-11-09,7,1.31
D1457,2025-11-10,9,3.95
D1457,2025-11-11,14,3.3
D1457,2025-11-12,5,2.81
D1457,2025-11-13,7,3.54
D1457,2025-11-14,9,3.53
D1457,2025-11-15,11,3.85
D1457,2025-11-16,7,3.64
D1457,2025-11-17,6,2.4
D1457,2025-11-18,12,2.03
D1457,2025-11-19,4,3.07
D1457,2025-11-20,6,2.47
D1457,2025-11-21,5,3.41
D1457,2025-11-22,14,2.25
D1457,2025-11-23,14,1.05
D1457,2025-11-24,11,1.46
D1457,2025-11-25,7,3.58
D1457,2025-11-26,6,1.94
D1457,2025-11-27,7,3.52
D1457,2025-11-28,7,1.21
D1457,2025-11-29,12,2.8
D1457,2025-11-30,14,2.92
D1457,2025-12-01,8,2.61
D1457,2025-12-02,5,3.06
D1457,2025-12-03,6,3.32
D1457,2025-12-04,12,2.6
D1457,2025-12-05,9,2.38
D1457,2025-12-06,7,3.51
D1457,2025-12-07,14,3.43
D1457,2025-12-08,11,3.07
D1457,2025-12-09,6,1.54
D1457,2025-12-10,8,2.63
D1457,2025-12-11,9,1.55
D1457,2025-12-12,10,3.11
D1457,2025-12-13,14,1.55
D1457,2025-12-14,7,1.89
D1457,2025-12-15,4,3.21
D1457,2025-12-16,4,3.11
D1457,2025-12-17,4,2.71
D1457,2025-12-18,9,1.79
D1457,2025-12-19,8,1.71
D1457,2025-12-20,9,1.67
D1457,2025-12-21,14,1.98
D1457,2025-12-22,10,1.49
D1457,2025-12-23,10,1.09
D1457,2025-12-24,12,3.21
D1457,2025-12-25,11,2.97
D1457,2025-12-26,12,1.7
D1457,2025-12-27,6,3.4
D1457,2025-12-28,7,2.8
D1457,2025-12-29,5,1.92
D1457,2025-12-30,13,1.35
D1457,2025-12-31,4,1.52
D1457,2026-01-01,12,3.47
D1457,2026-01-02,5,1.54
D1457,2026-01-03,8,2.89
D1457,2026-01-04,5,2.98
D1457,2026-01-05,9,3.0
D1457,2026-01-06,10,2.56
D1457,2026-01-07,5,3.15
D1457,2026-01-08,6,2.91
D1458,2025-10-11,12,2.77
D1458,2025-10-12,4,1.33
D1458,2025-10-13,12,1.45
D1458,2025-10-14,14,2.52
D1458,2025-10-15,14,2.35
D1458,2025-10-16,6,3.33
D1458,2025-10-17,9,1.3
D1458,2025-10-18,12,2.68
D1458,2025-10-19,11,2.35
D1458,2025-10-20,10,1.06
D1458,2025-10-21,11,1.05
D1458,2025-10-22,11,2.28
D1458,2025-10-23,10,1.75
D1458,2025-10-24,4,3.85
D1458,2025-10-25,13,2.27
D1458,2025-10-26,10,1.43
D1458,2025-10-27,6,2.08
D1458,2025-10-28,7,3.45
D1458,2025-10-29,11,1.81
D1458,2025-10-30,11,1.01
D1458,2025-10-31,6,3.87
D1458,2025-11-01,7,2.99
D1458,2025-11-02,13,3.22
D1458,2025-11-03,12,3.85
D1458,2025-11-04,8,1.42
D1458,2025-11-05,12,2.18
D1458,2025-11-06,8,3.1
D1458,2025-11-07,10,1.25
D1458,2025-11-08,9,3.4
D1458,2025-11-09,7,3.34
D1458,2025-11-10,12,2.59
D1458,2025-11-11,8,3.55
D1458,2025-11-12,7,2.78
D1458,2025-11-13,14,2.16
D1458,2025-11-14,13,3.31
D1458,2025-11-15,4,2.14
D1458,2025-11-16,5,2.86
D1458,2025-11-17,14,1.88
D1458,2025-11-18,7,1.63
D1458,2025-11-19,10,1.53
D1458,2025-11-20,11,1.59
D1458,2025-11-21,9,3.86
D1458,2025-11-22,13,2.37
D1458,2025-11-23,6,3.82
D1458,2025-11-24,9,1.26
D1458,2025-11-25,14,1.1
D1458,2025-11-26,11,3.03
D1458,2025-11-27,14,2.2
D1458,2025-11-28,6,3.9
D1458,2025-11-29,12,2.52
D1458,2025-11-30,5,2.89
D1458,2025-12-01,4,1.61
D1458,2025-12-02,11,2.9
D1458,2025-12-03,6,1.8
D1458,2025-12-04,5,2.16
D1458,2025-12-05,14,1.73
D1458,2025-12-06,12,1.65
D1458,2025-12-07,12,1.62
D1458,2025-12-08,12,3.15
D1458,2025-12-09,6,3.7
D1458,2025-12-10,6,2.68
D1458,2025-12-11,12,3.08
D1458,2025-12-12,4,1.38
D1458,2025-12-13,7,2.39
D1458,2025-12-14,8,3.95
D1458,2025-12-15,12,1.19
D1458,2025-12-16,13,1.57
D1458,2025-12-17,6,1.2
D1458,2025-12-18,10,1.02
D1458,2025-12-19,9,1.94
D1458,2025-12-20,7,2.71
D1458,2025-12-21,8,2.04
D1458,2025-12-22,7,2.18
D1458,2025-12-23,10,1.6
D1458,2025-12-24,10,3.19
D1458,2025-12-25,5,3.23
D1458,2025-12-26,7,2.93
D1458,2025-12-27,11,2.32
D1458,2025-12-28,11,2.21
D1458,2025-12-29,13,2.28
D1458,2025-12-30,5,1.98
D1458,2025-12-31,13,2.16
D1458,2026-01-01,13,2.03
D1458,2026-01-02,11,3.06
D1458,2026-01-03,8,2.16
D1458,2026-01-04,6,2.42
D1458,2026-01-05,14,1.19
D1458,2026-01-06,7,1.23
D1458,2026-01-07,4,3.42
D1458,2026-01-08,6,1.23
D1459,2025-10-11,7,2.04
D1459,2025-10-12,11,1.2
D1459,2025-10-13,12,3.8
D1459,2025-10-14,4,2.47
D1459,2025-10-15,10,2.75
D1459,2025-10-16,13,2.2
D1459,2025-10-17,5,1.52
D1459,2025-10-18,11,3.06
D1459,2025-10-19,7,1.53
D1459,2025-10-20,11,2.52
D1459,2025-10-21,12,2.9
D1459,2025-10-22,12,1.34
D1459,2025-10-23,14,3.75
D1459,2025-10-24,13,1.23
D1459,2025-10-25,11,2.69
D1459,2025-10-26,7,2.45
D1459,2025-10-27,5,2.69
D1459,2025-10-28,11,2.52
D1459,2025-10-29,9,1.31
D1459,2025-10-30,11,1.8
D1459,2025-10-31,5,2.48
D1459,2025-11-01,10,3.45
D1459,2025-11-02,13,1.49
D1459,2025-11-03,4,3.89
D1459,2025-11-04,12,3.3
D1459,2025-11-05,4,2.28
D1459,2025-11-06,8,3.13
D1459,2025-11-07,11,1.59
D1459,2025-11-08,5,3.82
D1459,2025-11-09,4,1.85
D1459,2025-11-10,9,2.11
D1459,2025-11-11,11,2.81
D1459,2025-11-12,14,2.84
D1459,2025-11-13,4,1.03
D1459,2025-11-14,5,3.23
D1459,2025-11-15,8,2.21
D1459,2025-11-16,6,1.21
D1459,2025-11-17,7,1.78
D1459,2025-11-18,8,3.76
D1459,2025-11-19,7,1.32
D1459,2025-11-20,7,3.22
D1459,2025-11-21,7,1.32
D1459,2025-11-22,4,1.96
D1459,2025-11-23,7,3.5
D1459,2025-11-24,8,2.16
D1459,2025-11-25,8,2.91
D1459,2025-11-26,6,2.0
D1459,2025-11-27,8,1.1
D1459,2025-11-28,6,1.21
D1459,2025-11-29,14,3.17
D1459,2025-11-30,5,3.71
D1459,2025-12-01,0,9.16
D1459,2025-12-02,0,11.51
D1459,2025-12-03,1,7.25
D1459,2025-12-04,0,6.71
D1459,2025-12-05,1,6.66
D1459,2025-12-06,1,9.33
D1459,2025-12-07,0,9.52
D1459,2025-12-08,2,6.37
D1459,2025-12-09,1,11.54
D1459,2025-12-10,1,11.55
D1459,2025-12-11,2,11.61
D1459,2025-12-12,1,11.02
D1459,2025-12-13,2,11.73
D1459,2025-12-14,1,6.39
D1459,2025-12-15,1,10.5
D1459,2025-12-16,1,8.47
D1459,2025-12-17,2,7.61
D1459,2025-12-18,2,10.25
D1459,2025-12-19,1,10.84
D1459,2025-12-20,0,8.15
D1459,2025-12-21,1,9.95
D1459,2025-12-22,2,7.51
D1459,2025-12-23,1,9.16
D1459,2025-12-24,0,11.69
D1459,2025-12-25,0,9.02
D1459,2025-12-26,2,9.97
D1459,2025-12-27,2,9.82
D1459,2025-12-28,2,8.0
D1459,2025-12-29,2,8.72
D1459,2025-12-30,2,7.73
D1459,2025-12-31,2,8.19
D1459,2026-01-01,0,7.15
D1459,2026-01-02,1,8.69
D1459,2026-01-03,2,11.51
D1459,2026-01-04,1,9.02
D1459,2026-01-05,1,8.25
D1459,2026-01-06,0,9.57
D1459,2026-01-07,2,6.33
D1459,2026-01-08,0,7.96
D1460,2025-10-11,14,3.63
D1460,2025-10-12,14,2.45
D1460,2025-10-13,5,1.33
D1460,2025-10-14,12,3.64
D1460,2025-10-15,11,1.98
D1460,2025-10-16,6,3.04
D1460,2025-10-17,14,1.81
D1460,2025-10-18,8,3.35
D1460,2025-10-19,5,2.94
D1460,2025-10-20,8,3.25
D1460,2025-10-21,13,3.25
D1460,2025-10-22,14,3.51
D1460,2025-10-23,4,1.16
D1460,2025-10-24,12,1.37
D1460,2025-10-25,6,3.84
D1460,2025-10-26,10,3.82
D1460,2025-10-27,9,1.04
D1460,2025-10-28,10,1.05
D1460,2025-10-29,11,1.93
D1460,2025-10-30,12,1.48
D1460,2025-10-31,10,1.51
D1460,2025-11-01,11,1.76
D1460,2025-11-02,9,2.38
D1460,2025-11-03,5,1.71
D1460,2025-11-04,9,2.34
D1460,2025-11-05,8,3.95
D1460,2025-11-06,8,2.3
D1460,2025-11-07,10,3.28
D1460,2025-11-08,10,3.91
D1460,2025-11-09,5,1.37
D1460,2025-11-10,4,2.79
D1460,2025-11-11,14,2.9
D1460,2025-11-12,14,1.38
D1460,2025-11-13,10,3.64
D1460,2025-11-14,12,3.55
D1460,2025-11-15,14,1.61
D1460,2025-11-16,8,3.02
D1460,2025-11-17,7,2.75
D1460,2025-11-18,9,3.03
D1460,2025-11-19,8,2.2
D1460,2025-11-20,6,2.98
D1460,2025-11-21,6,3.87
D1460,2025-11-22,12,1.91
D1460,2025-11-23,5,3.01
D1460,2025-11-24,10,2.69
D1460,2025-11-25,11,3.94
D1460,2025-11-26,11,1.9
D1460,2025-11-27,10,3.61
D1460,2025-11-28,12,3.2
D1460,2025-11-29,5,1.45
D1460,2025-11-30,6,2.98
D1460,2025-12-01,1,8.67
D1460,2025-12-02,2,7.8
D1460,2025-12-03,0,11.1
D1460,2025-12-04,1,11.41
D1460,2025-12-05,1,11.78
D1460,2025-12-06,1,9.39
D1460,2025-12-07,1,11.42
D1460,2025-12-08,0,10.6
D1460,2025-12-09,2,10.47
D1460,2025-12-10,1,10.06
D1460,2025-12-11,2,8.44
D1460,2025-12-12,1,7.26
D1460,2025-12-13,2,10.42
D1460,2025-12-14,1,7.48
D1460,2025-12-15,0,10.75
D1460,2025-12-16,0,8.58
D1460,2025-12-17,2,7.44
D1460,2025-12-18,0,9.55
D1460,2025-12-19,1,7.57
D1460,2025-12-20,1,6.13
D1460,2025-12-21,2,8.46
D1460,2025-12-22,2,7.89
D1460,2025-12-23,1,11.1
D1460,2025-12-24,2,11.86
D1460,2025-12-25,2,11.55
D1460,2025-12-26,2,11.06
D1460,2025-12-27,1,7.66
D1460,2025-12-28,2,6.43
D1460,2025-12-29,2,8.3
D1460,2025-12-30,0,7.0
D1460,2025-12-31,2,8.03
D1460,2026-01-01,0,9.95
D1460,2026-01-02,2,8.91
D1460,2026-01-03,0,10.05
D1460,2026-01-04,0,7.28
D1460,2026-01-05,0,8.87
D1460,2026-01-06,1,8.17
D1460,2026-01-07,2,8.32
D1460,2026-01-08,0,8.47
D1461,2025-10-11,5,3.93
D1461,2025-10-12,12,1.21
D1461,2025-10-13,12,3.09
D1461,2025-10-14,14,2.34
D1461,2025-10-15,4,3.93
D1461,2025-10-16,4,3.88
D1461,2025-10-17,14,2.63
D1461,2025-10-18,9,1.15
D1461,2025-10-19,10,2.67
D1461,2025-10-20,7,2.94
D1461,2025-10-21,4,3.15
D1461,2025-10-22,5,3.77
D1461,2025-10-23,6,1.94
D1461,2025-10-24,4,1.42
